Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Muggle Studies,Transfiguration,Care of Magical Creatures
397,Slytherin,Penny,Allan,1999-07-28,Left,59836,-460.1186777,-6.127944835,4.601186777,-539.3570576,1063.857564,-2.143967011
398,Ravenclaw,Titus,Griffis,2000-10-13,Right,57156,-484.4015384,6.705871538,4.844015384,606.3444926,1054.186967,-1.131456279
399,Gryffindor,Fritz,Penny,2000-01-25,Right,67603,634.5014998,-6.855740093,-6.345014998,-108.5746946,955.8176905,-1.322509569
400,Ravenclaw,Clementine,Mcmillan,2000-12-18,Left,33608,-558.7520099,1.000085803,5.587520099,,1065.324061,0.6569863822
401,Hufflepuff,Dennis,Freed,2000-03-01,Left,39461,649.4195279,3.80622334,-6.494195279,-435.7976473,,0.1332020481
402,Slytherin,Lincoln,Crowder,2001-09-06,Left,48793,-597.0759696,-4.779485888,5.970759696,-429.0056957,1043.53318,0.1619673032
403,Hufflepuff,Carla,Tafoya,1999-12-27,Right,33198,587.1102682,5.574775411,-5.871102682,-794.5761178,1058.654743,0.5482032834
404,Ravenclaw,Nicholas,Macpherson,1999-11-16,Right,74119,-518.484332,4.237448022,5.18484332,804.3354924,1074.095349,-0.270825261
405,Hufflepuff,Bettie,Jett,2000-07-21,Left,37715,762.7086353,4.642110003,-7.627086353,-491.0165701,1047.26556,-1.718913422
406,Slytherin,Minh,Fisher,1997-06-11,Right,36194,-468.5463139,-5.700883027,4.685463139,-524.1762464,1055.648164,-0.08026964885
407,Ravenclaw,Sun,Fiore,1999-07-10,Left,22683,-452.7304584,5.287446757,4.527304584,269.4829842,1044.253009,-0.2009187017
408,Slytherin,Theron,Donley,1999-07-17,Left,24323,-646.1293235,-3.717326284,6.461293235,-579.4863394,1024.081781,0.6965171367
409,Gryffindor,Harry,Potter,1998-09-21,Left,48680,553.222866,-6.650035409,-5.53222866,-523.6174938,929.1193412,-2.162346585
410,Slytherin,Angelique,Lim,1997-09-22,Left,30061,-697.2182101,-3.847997152,6.972182101,-640.5626641,1054.18879,-0.7409402923
411,Gryffindor,Tessie,Talbot,2000-06-20,Right,64844,239.5845458,-4.188551242,-2.395845458,-653.0720305,969.9783753,-0.5055707342
412,Gryffindor,Jeremy,Littlefield,1998-03-08,Left,48330,509.980158,-7.440085182,-5.09980158,-546.6848428,935.3347223,-0.2434252971
413,Ravenclaw,Debbie,Ellison,2001-10-18,Right,31090,-561.7576775,5.629017184,5.617576775,430.2748297,1058.284841,-0.6004895469
414,Hufflepuff,Rene,Cushing,1999-06-12,Right,34156,603.9817377,6.025371975,-6.039817377,-170.3276123,1023.364436,-0.1522920234
415,Ravenclaw,Stacy,Oaks,1999-02-01,Right,65622,-543.1547403,1.950173902,5.431547403,466.4130784,,-0.9338314659
416,Slytherin,Cortez,Crider,1997-07-21,Left,56810,-378.2106337,-5.145374066,3.782106337,-400.8647165,1062.431688,-0.3718013548
417,Hufflepuff,Suzanne,Wood,1999-04-27,Right,66820,368.6591044,7.499252621,-3.686591044,-748.7728134,1069.591724,0.9290558193
418,Slytherin,Della,Baer,1999-04-24,Left,32280,-667.5441353,-1.183749153,6.675441353,-553.8140154,1048.830031,0.9315323825
419,Hufflepuff,Jodi,Collett,2001-10-20,Left,17333,673.4624271,5.926021224,-6.734624271,-298.5121987,1028.713659,0.2721050572
420,Hufflepuff,Stephenie,Lawler,1998-11-30,Left,45201,,4.764301345,-5.782619145,-403.1297257,1040.917287,0.2671471811
421,Slytherin,Meagan,Benavides,2001-03-03,Left,64406,-492.3514478,-4.707537224,4.923514478,-687.9573972,1065.237757,0.5295007574
422,Hufflepuff,Wallace,Mccune,2000-06-26,Right,36712,539.5656618,5.246918827,-5.395656618,-520.5894984,1044.80769,0.07468533463
423,Hufflepuff,Morton,Driscoll,2001-10-30,Left,60468,339.3772266,6.451870362,-3.393772266,-633.5269992,1056.174374,-0.1905369758
424,Slytherin,Lou,Schulze,1999-12-11,Right,51161,-538.1378776,-7.876451977,5.381378776,-554.7836,,0.4541406051
425,Gryffindor,Delilah,Cade,2001-03-18,Left,21274,786.9513828,-4.93204934,-7.869513828,-226.2429992,941.5808132,-0.07707338039
426,Hufflepuff,Daisy,Swenson,1998-06-15,Right,84689,365.5798127,4.591114453,-3.655798127,-761.2798261,1080.744401,-0.7436563556
427,Hufflepuff,Sandy,Calloway,1998-12-01,Left,49412,553.4239925,8.92773875,-5.534239925,-469.6187994,1040.270994,-0.3552216983
428,Hufflepuff,Cecil,Mattos,1997-09-13,Left,44926,641.7789061,6.005068684,-6.417789061,-803.5558559,1071.538186,0.018345686
429,Ravenclaw,Fawn,Mcneill,1997-06-12,Right,77550,-539.197988,4.565073052,5.39197988,597.1994094,1043.246771,0.2755943928
430,Gryffindor,Fran,Low,2001-07-19,Right,39620,91.14672494,-7.320354734,-0.9114672494,45.64349283,966.268135,0.2531232825
431,Ravenclaw,Elvis,Reis,1999-08-10,Right,63563,-599.0982942,6.77266988,5.990982942,690.2287358,1050.07065,-0.3068853518
432,Hufflepuff,Jerome,Rosenberg,1998-12-14,Left,67734,492.403637,5.353447564,-4.92403637,-581.3765601,1052.875711,0.4723139855
433,Gryffindor,Otis,Billingsley,1998-05-10,Left,54014,514.4699306,-4.914986828,-5.144699306,,932.3930323,0.9047969054
434,Hufflepuff,Raymon,Novotny,1997-02-20,Left,25124,704.4890765,4.706565678,-7.044890765,-194.2025388,1028.42072,-1.263659701
435,Hufflepuff,Eve,Marroquin,1999-12-16,Right,59373,379.4956683,4.217692878,-3.794956683,-613.2121442,1063.536328,-0.8588025272
436,Ravenclaw,Desmond,Keister,1997-10-07,Left,41132,-721.6453906,6.443582073,7.216453906,609.7015758,1051.103833,-0.8783780715
437,Ravenclaw,Abbie,Rutter,1999-12-21,Left,40330,-834.4753352,3.177251701,8.344753352,560.0581753,1050.463586,0.848225088
438,Slytherin,Will,Chau,1998-10-25,Left,37007,-419.8789048,-4.672220155,4.198789048,-258.9555436,1046.315912,-0.3709276522
439,Ravenclaw,Prince,Cardoza,1999-04-23,Left,69794,-452.3093952,5.718256667,4.523093952,370.3948601,1019.267138,2.723857755
440,Hufflepuff,Merry,Martinson,2001-09-04,Left,29261,632.6985774,8.361642265,-6.326985774,-288.0294399,1027.265346,1.794287242
441,Ravenclaw,Marcella,Wakefield,1999-07-29,Right,32043,-475.3840354,3.670861367,4.753840354,466.6212963,1069.483718,0.2527774477
442,Ravenclaw,Belle,Noe,2001-07-22,Right,19443,-527.2283383,6.215314296,5.272283383,565.1270451,1071.834522,0.7442138491
443,Gryffindor,Aldo,Strain,2000-09-03,Left,45150,490.2230028,,,-722.0782422,958.0280008,-0.3683166347
444,Ravenclaw,Maureen,Friedman,1998-03-13,Left,36220,-520.3390057,3.135083197,5.203390057,695.8686513,1058.409478,0.457194748
445,Ravenclaw,Evangelina,Steadman,1998-01-04,Right,69411,510.4489572,2.639221838,-5.104489572,-684.7986604,1082.746554,-1.722837922
446,Hufflepuff,Reinaldo,Cabrera,2000-12-02,Right,58564,579.5921747,1.498800815,-5.795921747,-677.5323285,1071.920361,1.059869957
447,Gryffindor,Isabel,Day,1999-02-11,Left,54654,621.8990839,-3.473018761,-6.218990839,-509.8138976,963.7670155,-1.131768749
448,Ravenclaw,Marianna,Marcus,1999-11-09,Right,53782,-524.520476,2.06671741,5.24520476,584.6989776,1037.703856,1.538486538
449,Gryffindor,Tad,Book,1999-01-23,Left,64291,417.787744,-5.610499111,-4.17787744,-529.262221,942.5914049,-0.6343368927
450,Hufflepuff,Max,Ashford,2000-06-30,Right,57712,569.9456905,6.006892992,-5.699456905,-419.6625423,1043.202098,0.3741922556
451,Hufflepuff,Shawn,Roe,1997-05-28,Right,13760,680.3474657,4.071564892,-6.803474657,-166.6198955,1015.747769,1.007514467
452,Slytherin,Jesse,Delgado,2001-03-10,Left,33334,-561.463446,-3.173106852,5.61463446,-561.775988,1058.523169,0.1319442607
453,Hufflepuff,Elissa,Little,1997-07-25,Right,61581,452.7800616,4.882572883,-4.527800616,-390.2246708,1046.283179,0.2143834956
454,Slytherin,Henry,Wheaton,2000-09-28,Right,54603,-460.3411442,-2.796739824,4.603411442,-492.0870776,1035.703147,0.9604087713
455,Slytherin,Wendy,Norris,2001-02-14,Left,14156,-654.2205291,-5.305059563,6.542205291,-781.4921069,1089.567004,-1.09203371
456,Slytherin,Valeria,Goode,2000-06-25,Left,43320,,5.104974316,7.135817918,455.501783,1046.32709,
457,Ravenclaw,Sallie,Leon,1997-08-30,Right,35723,-613.2179596,2.45275485,6.132179596,451.8394552,1056.942851,0.03088078405
458,Hufflepuff,Jodi,Blanchette,2000-08-16,Left,30886,714.2218744,,-7.142218744,-294.6546296,1028.184302,-1.622817237
459,Gryffindor,Kyle,Page,1998-03-06,Right,40074,600.4732943,-5.869778898,-6.004732943,-658.6911151,929.5580085,-2.36041954
460,Hufflepuff,Brooks,Fishman,1998-12-06,Right,59516,731.5703686,3.613320996,-7.315703686,-507.5842926,1050.01243,
461,Gryffindor,Benjamin,Mcfarlane,2000-10-02,Left,53021,640.2052369,-5.677365111,-6.402052369,-484.8564203,922.028547,-0.5004472106
462,Ravenclaw,Krystle,Monahan,1998-09-13,Left,52309,-528.2208302,,5.282208302,682.5091212,1060.357324,0.7425762824
463,Ravenclaw,Donovan,Peterman,1999-03-16,Left,40228,-462.908094,1.44510194,4.62908094,359.5866139,1056.44639,0.07330237656
464,Hufflepuff,Sammie,Tyner,2001-05-08,Left,46522,462.7314628,1.328992893,-4.627314628,-562.7855292,1059.039937,-1.777923086
465,Gryffindor,Kisha,Cagle,1999-04-05,Left,67745,494.8341412,-4.991925109,-4.948341412,-848.9967296,910.7900881,0.3112918587
466,Gryffindor,Marlys,Shepherd,1998-05-30,Right,35333,593.752848,-3.570549423,-5.93752848,-841.0782956,940.3715434,0.2656864925
467,Hufflepuff,Vera,Goodwin,1997-08-18,Left,40847,435.5695809,3.335736204,-4.355695809,-476.4923167,1049.238464,-0.6693829375
468,Slytherin,Erin,Fenton,1997-09-28,Left,77951,-394.6575725,,3.946575725,-420.856534,1034.332536,-0.4217767104
469,Gryffindor,Edmund,Moseley,1998-09-14,Left,45424,659.410276,-6.050627244,-6.59410276,-703.2239536,929.1686627,0.05274674447
470,Ravenclaw,Earle,Voigt,1997-07-02,Right,26818,-732.604264,3.032453201,7.32604264,706.9094088,1062.790913,-0.216905493
471,Gryffindor,Wilton,Magana,1998-11-27,Left,65467,239.1882793,-6.18016118,-2.391882793,-499.1213697,958.0481089,0.146778177
472,Hufflepuff,Gary,Adam,2000-03-20,Left,38905,604.6675128,8.464088898,-6.046675128,-210.6486173,1020.350039,0.7224864449
473,Hufflepuff,Whitney,Jeter,1997-09-19,Right,55488,536.0545433,,-5.360545433,-405.1078461,1055.632861,1.66458724
474,Hufflepuff,Leroy,Armijo,1997-01-01,Left,27637,724.2101817,7.475348696,-7.242101817,-334.0047231,1037.972778,-0.2225006051
475,Ravenclaw,Earle,Branson,1997-12-29,Left,56599,-459.1565599,5.465607951,4.591565599,540.2510639,1048.303402,-0.5290940222
476,Hufflepuff,Luanne,Crisp,1998-12-23,Right,66513,272.6607044,3.526427478,-2.726607044,-381.4765683,1048.025474,2.22271432
477,Hufflepuff,Brady,Hopkins,1999-12-07,Right,47974,574.6334857,4.645922653,-5.746334857,-480.6941998,1050.891923,0.8473708371
478,Gryffindor,Sabina,Hare,1999-08-30,Right,54085,278.4625454,-6.279349907,-2.784625454,-296.8340073,945.2472354,-0.293823447
479,Ravenclaw,Laurie,Liddell,2000-11-15,Right,28135,-273.5346471,7.504806113,2.735346471,588.3919569,1056.871439,-0.1436569739
480,Hufflepuff,Elissa,Breeden,2001-03-03,Left,40911,562.2372452,6.372209362,-5.622372452,-208.6014755,1023.436119,-0.5611337507
481,Hufflepuff,Rogelio,Draper,1998-04-11,Right,27677,607.6215384,4.188706486,-6.076215384,-297.5488745,1036.606319,0.4058184433
482,Gryffindor,Bradly,Mcmillen,2001-03-25,Left,74248,376.6224272,-5.724800386,-3.766224272,-599.1357198,947.9981288,0.5706686398
483,Slytherin,Huey,Sparks,2000-01-23,Right,62952,-278.6530279,-6.987188902,2.786530279,-433.7864377,1053.314235,0.5812966134
484,Hufflepuff,Manual,Rider,1998-04-10,Right,24982,,8.295646533,-6.18919371,-118.8034363,1015.056536,
485,Hufflepuff,Cyril,Tanaka,1998-11-19,Left,63400,717.2686503,5.185773167,-7.172686503,-364.0208199,1051.711086,-1.126886143
486,Ravenclaw,Sammy,Brooks,1998-01-03,Left,50473,-758.7060371,7.648049452,7.587060371,610.2208256,1048.813104,-0.05986749427
487,Gryffindor,Addie,Pedroza,1999-04-06,Right,32033,956.4844384,-4.236670758,-9.564844384,-336.0640951,937.8780273,0.458752073
488,Hufflepuff,Chantel,Alexander,1999-06-17,Left,57616,709.8759497,5.610285477,-7.098759497,-555.0682595,1060.096919,-1.910996468
489,Hufflepuff,Antwan,Swanson,1997-05-18,Right,60935,600.6232282,1.710692195,-6.006232282,-760.7673328,1079.745102,-1.407672256
490,Gryffindor,Winfred,Love,1997-03-15,Left,48179,417.7583135,-5.598796325,-4.177583135,-586.5082278,956.950471,2.378512003
491,Hufflepuff,Alvina,Fountain,1999-02-12,Right,41825,410.8192666,3.738249737,-4.108192666,-480.887769,1046.136541,0.5520961884
492,Slytherin,Tiffany,Kirby,1996-12-31,Left,28677,-625.3762996,-7.675415468,6.253762996,-589.2688499,1066.457568,
493,Slytherin,Gregorio,Rouse,1998-03-01,Right,61754,-623.0867664,-1.890917605,6.230867664,-730.9090622,1048.707142,-1.759483169
494,Hufflepuff,Reuben,Battle,1997-08-07,Left,59701,706.2276507,3.221112206,-7.062276507,-396.803126,1047.625184,-0.006285729565
495,Hufflepuff,Delma,Rosas,1999-07-11,Left,57109,452.5452549,5.640621561,-4.525452549,-456.0282099,1048.543716,-0.4469510843
496,Slytherin,Robin,Townes,2001-08-04,Left,48087,-735.8449151,-2.996015579,7.358449151,-674.4752583,1057.568639,0.9546839894
497,Gryffindor,Nathan,Matson,2000-08-23,Right,53608,634.0310861,-7.878590358,-6.340310861,-754.1351505,915.1098511,-0.7889268657
498,Ravenclaw,Clara,Broughton,2000-03-17,Right,65796,-459.8948276,6.540478293,4.598948276,644.9853661,1056.596069,-0.04966705572
499,Ravenclaw,Tisha,Kohl,1999-06-02,Left,23462,-314.7955122,4.555615496,3.147955122,357.1594613,1062.970825,2.948045494
500,Gryffindor,Maryanne,Nix,1999-08-20,Left,47606,538.2348569,-6.680623971,-5.382348569,-550.9617795,939.5527837,-0.03813169303
501,Hufflepuff,Ruthie,Wallin,1998-07-16,Left,46529,521.3999188,7.465972101,-5.213999188,-697.6683438,1058.326504,-0.3763084852
502,Hufflepuff,Flora,Tyler,2001-05-13,Left,65739,537.3443059,4.756785678,-5.373443059,-700.8847957,1070.346538,-2.076840773
503,Hufflepuff,Celina,Sperry,1997-03-29,Left,60667,456.0465174,6.408615353,,-603.9172825,1058.105699,0.7829773722
504,Ravenclaw,Warren,Corrigan,1997-12-16,Left,64055,530.2829974,-4.982693622,-5.302829974,-584.1192324,956.8073623,1.081591914
505,Gryffindor,Aaron,Limon,1997-05-10,Right,40361,430.4653337,-5.319455594,-4.304653337,-580.9011042,951.8990717,-0.07429015679
506,Slytherin,Amos,Toth,1997-10-24,Right,38175,-565.5161387,-3.983878574,5.655161387,-750.1280366,1068.551333,0.9663333204
507,Ravenclaw,Adam,Henning,1998-12-11,Right,-13902,-354.4568064,4.868087607,3.544568064,325.3080369,1053.097545,-2.297574055
508,Hufflepuff,Sharron,Pinson,1997-05-24,Right,46096,759.7173646,3.931262099,-7.597173646,-642.6062045,1064.081126,-0.2354454302
509,Hufflepuff,Selina,Mccune,2001-08-17,Left,46750,576.3820185,6.002897597,-5.763820185,-203.138962,1030.510962,0.2388891815
510,Ravenclaw,Jacquelyn,Luckett,1997-12-12,Right,46515,-615.0795177,3.288306149,6.150795177,419.534132,1044.930879,-0.4205414185
511,Hufflepuff,Felicia,Huffman,1998-09-23,Left,38516,667.9311578,3.736741302,-6.679311578,-739.4942621,1067.67834,1.594143206
512,Gryffindor,Terri,Ibarra,2001-09-23,Left,31388,474.4380243,-6.081471613,-4.744380243,-796.7821774,937.3092091,0.4199201704
513,Hufflepuff,Allen,Baron,1997-05-01,Right,50587,355.3894545,6.270249172,-3.553894545,-358.6857868,1032.616055,0.2599796712
514,Hufflepuff,Patricia,Monroe,1998-05-18,Left,59834,359.1831671,5.131928362,-3.591831671,-450.897315,1046.344201,-1.098164767
515,Gryffindor,Derrick,Martins,1997-10-14,Left,22317,-259.3475208,5.946966165,2.593475208,268.7420235,1064.643089,0.6229486294
516,Ravenclaw,Carmela,Rockwell,2000-07-25,Right,64456,-511.0619943,2.989554963,5.110619943,870.3280402,1048.055061,-1.567242254
517,Gryffindor,Tabatha,Flanagan,1998-11-05,Left,67622,586.0945563,-2.596695901,-5.860945563,-767.8808347,962.9371405,-0.6459581456
518,Ravenclaw,Liz,Poland,2000-02-27,Right,44217,-409.3996585,6.75336202,4.093996585,787.4788524,1051.753062,1.404605812
519,Gryffindor,Wes,Ness,1998-07-17,Right,64783,489.483014,-5.209282004,-4.89483014,-403.5355555,942.3107,-0.4458725455
520,Hufflepuff,Griselda,Flynn,1997-04-14,Right,52490,387.5940546,4.968604747,-3.875940546,-487.1645531,1044.541299,-0.002326849489
521,Gryffindor,Tuan,Tirado,2000-10-14,Right,35477,383.5340185,-6.155875705,-3.835340185,-495.6027145,943.558257,-0.7564008599
522,Slytherin,Freddy,Fredrickson,1999-02-24,Right,42390,-704.3539539,-4.236539957,7.043539539,-784.8337081,1059.601356,-0.3850040756
523,Gryffindor,Laverne,Baughman,1999-08-01,Left,47573,504.6357642,-2.724692139,-5.046357642,-422.9537269,952.4676245,0.1477778312
524,Slytherin,Boyd,Diamond,1998-10-18,Left,47292,-579.9387797,-7.095247875,5.799387797,-414.7119065,1039.543187,-1.068037971
525,Ravenclaw,Rodger,Mcmillan,1999-06-26,Left,51453,-630.9583995,5.180744698,6.309583995,547.6947659,1032.83518,0.556068907
526,Gryffindor,Quinn,Blackwood,1997-02-05,Right,59486,474.6363367,-6.427009834,-4.746363367,-169.0916143,948.2378789,1.265472465
527,Gryffindor,Richard,Pappas,2001-11-04,Right,31765,411.0433143,-6.802548265,-4.110433143,-427.5692263,972.4572657,-0.3662349554
528,Gryffindor,Beverley,Gruber,1997-04-30,Right,34277,617.7868243,-5.249943171,-6.177868243,-303.4492056,960.929265,-2.305151697
529,Gryffindor,Carmen,Lawrence,1997-11-07,Right,52406,536.6549522,-5.920311592,-5.366549522,-668.938659,928.2061755,-0.561507447
530,Ravenclaw,Nikita,Hoppe,2000-04-22,Right,47628,-313.0129584,5.039512137,3.130129584,498.2128438,1069.161901,0.1476321522
531,Hufflepuff,Tiffany,Manning,1998-01-23,Right,65706,404.3495935,4.681064891,-4.043495935,-788.1256272,1071.569607,-1.909415746
532,Gryffindor,Blair,Pennell,1998-09-18,Left,49034,288.7031139,-4.059182481,-2.887031139,-795.8626548,956.6469464,0.09650819523
533,Ravenclaw,Kenny,Sosa,1999-02-11,Right,41393,-515.2133207,4.952385302,5.152133207,780.1413261,1067.281979,-0.3203962598
534,Ravenclaw,Jayne,Bard,1999-01-23,Right,52478,-653.3102078,6.925201622,6.533102078,724.1475546,1059.47666,-0.31846918
535,Hufflepuff,Booker,Berry,2000-12-09,Left,36893,558.0903141,6.775160278,-5.580903141,-536.0724925,1040.007319,0.6691565384
536,Gryffindor,Twyla,Hopper,1999-02-07,Left,37823,389.8878121,-5.758541666,-3.898878121,-448.624663,964.0156342,-0.007462464538
537,Ravenclaw,Stephany,Ridley,2000-02-08,Right,9576,-607.3251365,4.427207731,6.073251365,508.5172809,1077.00985,0.3552290295
538,Slytherin,Anderson,Serrano,1997-11-18,Left,45700,-510.2895422,-2.828204586,5.102895422,-694.6948,1046.096162,-0.06563399331
539,Ravenclaw,Una,Dudley,2000-07-01,Left,36066,-449.6449817,7.746318175,,546.7038258,1061.359972,-1.714979013
540,Slytherin,Burt,Herr,2001-05-13,Right,9093,-715.1654957,-6.275341691,7.151654957,-564.5490379,1081.103291,-0.4771070016
541,Gryffindor,Cheryl,Perez,2001-03-02,Left,87601,256.252359,-5.881061652,-2.56252359,-588.8892676,949.9102646,-3.313675764
542,Ravenclaw,Katherine,Cottrell,1999-12-18,Left,30018,-299.9677999,8.681350333,2.999677999,333.9085196,1059.06268,0.01812343126
543,Ravenclaw,Cassie,Amundson,2000-07-28,Left,37397,-385.2815528,5.79033546,3.852815528,449.899835,,-0.363242453
544,Ravenclaw,Clifford,Bromley,2001-04-09,Right,56692,-446.8439088,4.766521878,4.468439088,,1035.719972,0.4517391649
545,Ravenclaw,Alina,Cates,1998-11-26,Right,33266,-410.5673097,5.817988561,4.105673097,682.5088331,1072.519091,-0.1304255192
546,Gryffindor,Johnnie,Brownlee,2000-11-25,Right,,460.9821226,-4.458888491,-4.609821226,,948.9212003,0.6486755533
547,Slytherin,Trenton,Lowry,2001-08-18,Left,29330,-645.3053198,-3.446037057,6.453053198,-562.7865493,1088.474663,-0.7353720208
548,Hufflepuff,Germaine,Harrison,1997-01-01,Left,68226,348.6726878,7.596626537,-3.486726878,-510.4186721,1044.38407,0.8560477529
549,Gryffindor,Amparo,Peace,2000-03-02,Left,59600,474.8477842,-5.842865959,-4.748477842,-578.0649069,948.5671671,0.9981393841
550,Hufflepuff,Marcos,Chambliss,1997-09-19,Left,71081,509.96622,3.549710488,-5.0996622,-576.1827977,1065.850713,-1.284017192
551,Slytherin,Harriett,Nakamura,1997-02-09,Right,72471,,-6.347376331,3.244124314,-465.3061761,1053.484607,0.5471085843
552,Gryffindor,Leona,Joyner,1998-03-26,Left,55001,477.002654,-4.133029906,-4.77002654,-688.3341346,954.0400065,1.736689316
553,Hufflepuff,Oliver,Switzer,1997-08-08,Left,55942,344.1228102,3.673646908,-3.441228102,-575.3306717,1056.958893,1.119764684
554,Hufflepuff,Ellie,Fitzgerald,1998-03-09,Right,69743,574.8462582,5.183333732,-5.748462582,-622.9188879,1069.096659,0.001050971382
555,Hufflepuff,Audra,Buchanan,1997-07-12,Right,79144,366.7535175,5.939489196,-3.667535175,-734.2905211,1076.479576,-1.004764413
556,Gryffindor,Chester,Fry,2000-01-13,Left,62636,783.2780136,-5.473951403,-7.832780136,,922.5583604,-0.3219196485
557,Hufflepuff,Stacey,Ballou,1999-09-07,Left,67115,447.2166445,5.930733578,-4.472166445,-395.2850214,1045.900472,
558,Hufflepuff,Parker,Isbell,1997-04-22,Right,63271,281.1438854,2.710069798,-2.811438854,-607.478499,1063.868642,0.3746570631
559,Ravenclaw,Betsy,Mcnulty,1998-08-31,Left,21978,-483.3982879,2.191105894,4.833982879,645.9208879,1062.099608,-0.1220568156
560,Slytherin,Thad,Bray,1996-12-09,Right,62888,-418.7744699,,4.187744699,-429.4754981,1041.006034,-0.6322258895
561,Ravenclaw,Augustine,Stahl,2000-09-27,Right,60238,-428.4509289,3.511466733,4.284509289,531.9565048,1054.827754,-1.106470087
562,Ravenclaw,Carlo,Dickens,1997-11-27,Left,25325,-634.6091508,6.24502938,6.346091508,646.9718433,,-1.239866705
563,Gryffindor,Maritza,Layton,1997-02-04,Right,48111,529.6343455,-4.49267806,-5.296343455,-455.9772861,944.0798543,-0.9125199905
564,Hufflepuff,Delbert,Douglas,1998-03-07,Left,83476,254.3099792,3.911036257,-2.543099792,-857.5464612,1086.84306,-0.1549439602
565,Hufflepuff,Forest,Hill,1997-05-12,Right,36878,703.2140376,3.587885546,-7.032140376,-555.5699873,1050.412643,0.7057779182
566,Hufflepuff,Aurelia,Fitzsimmons,1999-10-20,Right,64073,431.491068,3.92208199,-4.31491068,-226.9398507,1041.78722,0.617305831
567,Ravenclaw,Cyrus,Reynolds,1998-04-03,Right,43947,-567.5401641,3.514383024,5.675401641,316.3426872,1035.513383,0.3968910301
568,Ravenclaw,Zachery,Gatlin,2001-09-22,Right,45537,-453.6639796,4.626356787,4.536639796,545.1780938,1047.922331,-0.5178498417
569,Hufflepuff,Vickie,Olmstead,1998-06-19,Right,22353,725.5976409,4.2735564,-7.255976409,-314.9048047,1031.986278,-1.538957761
570,Hufflepuff,Kathy,Brody,2001-01-18,Left,70192,420.0188576,6.296469584,-4.200188576,-595.4663198,1060.78167,-0.4560528418
571,Hufflepuff,Shantel,Wylie,1997-06-09,Right,61194,232.888777,4.217185984,-2.32888777,-701.4073965,1055.463359,-0.7915543325
572,Ravenclaw,Kristy,Gibbs,1999-03-29,Left,19472,-490.6819698,2.790935804,4.906819698,361.0093381,1060.03622,-1.683486065
573,Ravenclaw,Kristal,Smalley,2000-05-01,Left,87429,-716.8086357,7.922065906,7.168086357,,1045.304796,-1.812101618
574,Hufflepuff,Nell,Klinger,1997-01-22,Left,78114,476.3977496,6.068990348,-4.763977496,-515.5062518,1059.720539,-0.3397395155
575,Gryffindor,Tina,Ng,1999-08-27,Left,48551,412.1285044,-4.05234778,-4.121285044,-608.1105631,970.460041,0.2972719304
576,Hufflepuff,Booker,Burris,1999-10-09,Left,60549,457.3085781,8.201875567,-4.573085781,-299.1387249,1034.600011,-0.2324501398
577,Hufflepuff,Stefan,Sheehan,1997-06-16,Right,30821,449.1672026,,-4.491672026,-297.14084,1036.347756,0.402564827
578,Gryffindor,Gus,Wise,1997-05-27,Left,48804,619.4862925,-8.212034955,-6.194862925,-321.0057154,907.190274,-0.1453489544
579,Slytherin,Gwendolyn,Schofield,1997-05-27,Right,54017,-548.2528214,-7.814648798,5.482528214,-455.1066209,1052.427989,-2.123925613
580,Gryffindor,Casandra,Warfield,1999-07-28,Right,43027,349.9418351,-7.303554574,-3.499418351,-379.9538785,953.5084047,-0.3695189595
581,Gryffindor,Korey,Baldridge,2000-10-06,Right,67704,400.7982703,-8.558150432,-4.007982703,-778.6227159,922.9461091,0.9877857484
582,Hufflepuff,Bryce,Epps,1997-11-11,Right,77752,135.721568,3.861105429,-1.35721568,-797.055627,1076.705204,0.9518529826
583,Gryffindor,Lesley,Reich,1999-07-27,Right,69750,352.6511776,-3.248247453,-3.526511776,-682.1387196,952.7015336,-1.441060829
584,Ravenclaw,Gena,Mendez,1997-07-03,Right,28057,-638.6643375,3.070696961,6.386643375,398.2516496,1035.232987,0.635092044
585,Hufflepuff,Oleta,Sawyers,2001-03-31,Right,51267,507.4782548,6.098228792,-5.074782548,-695.4077661,1056.508389,0.7086929148
586,Ravenclaw,Federico,Aldridge,1999-08-19,Right,56462,-434.3244673,3.706848434,4.343244673,559.4566653,1034.282845,-0.5447548751
587,Slytherin,Fran,Butterfield,1999-01-03,Left,71954,-487.1102675,-5.149470771,4.871102675,-573.2882642,1059.338021,1.823241697
588,Slytherin,Aileen,Martino,1999-10-24,Left,59344,-442.5858683,-4.878502662,4.425858683,-546.2731106,1063.413127,0.1556306392
589,Ravenclaw,Mindy,Luster,2001-10-31,Right,36149,-561.8117952,5.216779936,5.618117952,724.4875914,1060.11062,-0.6426042918
590,Ravenclaw,Gena,Crutchfield,1996-12-01,Right,51871,-708.445248,4.496714456,7.08445248,679.8849192,1050.314581,-0.7501763567
591,Slytherin,Rufus,Sizemore,2000-03-25,Right,45136,-511.0557161,-3.794730538,5.110557161,,1069.173979,-0.758126368
592,Slytherin,Adrian,Crowder,1999-03-16,Left,62319,-301.0556993,-3.43378691,3.010556993,-540.6119594,1068.505109,-0.8906344362
593,Hufflepuff,Virgil,Poling,1997-08-10,Right,73173,195.6126519,4.385445818,-1.956126519,-704.6629857,1070.958873,0.5712569751
